Timestamp,Actor,Behavior,Recipient,Location,Outside assigned observation time
12/31/2015 11:33,8,Fighting,2,NB4,
12/31/2015 11:33,8,Fighting,7,NB3,
12/31/2015 11:34,8,"Fighting, Chasing",4,LL,
12/31/2015 11:34,1,"Fighting, Chasing",8,LL,
12/31/2015 11:34,1,Mounting,8,NB4,
12/31/2015 11:35,1,Induce-flee,8,NB3,
12/31/2015 11:38,8,Chasing,6,NB1,
12/31/2015 11:40,1,"Fighting, Chasing",10,LL,
12/31/2015 11:40,1,Chasing,6,LL,
12/31/2015 11:41,1,Subordinate,11,LL,
12/31/2015 11:42,4,Fighting,2,UR,
12/31/2015 11:42,6,Chasing,8,MR,
12/31/2015 11:43,1,Chasing,8,LR,
12/31/2015 11:43,1,Fighting,8,NB1,
12/31/2015 11:47,6,Subordinate,2,LL,
12/31/2015 11:48,1,Fighting,10,LR,
12/31/2015 11:49,6,Fighting,1,LL,
12/31/2015 11:49,1,Fighting,10,LR,
12/31/2015 11:50,6,Fighting,1,LL,
12/31/2015 11:50,1,Fighting,4,UL,
12/31/2015 11:52,6,Chasing,1,UR,
12/31/2015 11:52,8,"Fighting, Chasing",12,LR,
12/31/2015 11:53,8,Fighting,11,LL,
12/31/2015 11:54,8,Fighting,3,LL,
12/31/2015 11:54,8,"Chasing, Mounting",2,LL,
12/31/2015 11:54,1,Fighting,4,UL,
12/31/2015 11:55,8,Fighting,9,LL,
12/31/2015 11:55,8,Fighting,4,LL,
12/31/2015 11:56,1,"Fighting, Chasing",10,UR,
12/31/2015 11:56,8,Subordinate,4,UL,
12/31/2015 11:57,8,Fighting,9,UR,
12/31/2015 11:57,8,Fighting,5,UR,
12/31/2015 11:58,8,Fighting,12,NB4,
12/31/2015 11:58,8,Fighting,11,NB2,
12/31/2015 11:58,8,Fighting,11,MR,
12/31/2015 11:58,1,Fighting,10,LR,
12/31/2015 11:59,1,Fighting,10,LR,
12/31/2015 11:59,1,Chasing,10,LL,
12/31/2015 11:59,8,Fighting,5,UL,
12/31/2015 11:59,1,Fighting,10,LL,
12/31/2015 12:00,End,End,End,End,
12/31/2015 12:01,6,Fighting,1,LL,Yes
12/31/2015 12:01,6,"Fighting, Chasing",8,LL,Yes
12/31/2015 12:01,6,Fighting,1,LL,Yes
12/31/2015 13:53,6,Fighting,4,UL,Yes
12/31/2015 14:03,6,Fighting,4,NB5,Yes
1/1/2016 19:32,6,"Fighting, Chasing",3,NB4,Yes
1/1/2016 20:14,6,Fighting,8,UR,Yes
1/1/2016 20:29,Start,Start,Start,Start,
1/1/2016 20:53,6,Chasing,9,NB4,
1/1/2016 21:29,End,End,End,End,
1/2/2016 14:57,6,Chasing,9,ML,Yes
1/2/2016 14:59,Start,Start,Start,Start,
1/2/2016 15:01,6,Subordinate,3,UL,
1/2/2016 15:02,6,Fighting,4,UL,
1/2/2016 15:03,3,Fighting,7,UR,
1/2/2016 15:03,6,Fighting,3,UR,
1/2/2016 15:04,3,"Fighting, Chasing",4,UR,
1/2/2016 15:09,3,"Fighting, Chasing",5,UR,
1/2/2016 15:09,3,Chasing,7,UL,
1/2/2016 15:10,3,"Fighting, Chasing",9,UL,
1/2/2016 15:10,3,Fighting,9,UR,
1/2/2016 15:10,3,Fighting,9,LL,
1/2/2016 15:11,3,Fighting,5,LL,
1/2/2016 15:13,6,Fighting,4,NB1,
1/2/2016 15:13,3,Chasing,7,LL,
1/2/2016 15:14,3,Fighting,10,LL,
1/2/2016 15:14,4,Fighting,12,LL,
1/2/2016 15:16,3,Chasing,7,LL,
1/2/2016 15:18,6,Fighting,3,LL,
1/2/2016 15:18,6,Chasing,3,LL,
1/2/2016 15:20,6,Fighting,8,LL,
1/2/2016 15:20,6,Chasing,8,NB4,
1/2/2016 15:22,6,Chasing,11,MR,
1/2/2016 15:25,6,Fighting,3,LL,
1/2/2016 15:27,6,Fighting,9,UL,
1/2/2016 15:27,6,Fighting,9,UL,
1/2/2016 15:29,6,"Fighting, Chasing",1,UL,
1/2/2016 15:35,6,Chasing,4,LL,
1/2/2016 15:39,6,"Fighting, Chasing",4,UR,
1/2/2016 15:41,7,Fighting,1,NB5,
1/2/2016 15:42,8,Subordinate,4,UR,
1/2/2016 15:44,6,Subordinate,4,UL,
1/2/2016 15:45,6,Chasing,8,UL,
1/2/2016 15:45,6,Fighting,8,NB3,
1/2/2016 15:46,6,Fighting,8,NB3,
1/2/2016 15:50,7,Fighting,4,NB2,
1/2/2016 15:52,6,Chasing,4,UL,
1/2/2016 15:54,7,Fighting,4,NB2,
1/2/2016 15:54,7,Fighting,9,NB1,
1/2/2016 15:57,8,Fighting,5,LL,
1/2/2016 15:57,6,Chasing,12,LL,
1/2/2016 15:57,6,Fighting,8,LL,
1/2/2016 16:00,7,Fighting,2,NB3,
1/2/2016 16:00,End,End,End,End,
1/3/2016 13:01,Start,Start,Start,Start,
1/3/2016 13:05,6,Subordinate,8,MR,
1/3/2016 13:07,6,Chasing,1,MR,
1/3/2016 13:13,3,Chasing,8,UR,
1/3/2016 13:13,3,Fighting,8,LL,
1/3/2016 13:13,3,Chasing,9,LL,
1/3/2016 13:14,6,Chasing,1,UR,
1/3/2016 13:28,8,Fighting,4,NB2,
1/3/2016 13:38,3,Chasing,11,LR,
1/3/2016 13:39,3,Chasing,11,LR,
1/3/2016 13:42,3,Chasing,10,LL,
1/3/2016 13:45,3,Chasing,10,LR,
1/3/2016 13:49,3,Chasing,10,LL,
1/3/2016 13:59,End,End,End,End,
1/3/2016 15:37,8,Fighting,5,LL,Yes
1/4/2016 11:07,3,Fighting,12,LL,Yes
1/4/2016 11:19,3,Fighting,1,UR,Yes
1/4/2016 11:19,7,Fighting,9,NB5,Yes
1/4/2016 11:24,3,Fighting,1,MR,Yes
1/4/2016 11:39,3,Fighting,2,LL,Yes
1/4/2016 11:39,6,Fighting,3,LL,Yes
1/4/2016 11:59,Start,Start,Start,Start,
1/4/2016 12:02,6,Fighting,9,NB3,
1/4/2016 12:07,6,Chasing,3,LR,
1/4/2016 12:08,6,Chasing,9,UR,
1/4/2016 12:08,6,Subordinate,9,LL,
1/4/2016 12:10,6,Subordinate,9,MR,
1/4/2016 12:15,6,Chasing,9,LR,
1/4/2016 12:21,9,Fighting,4,UL,
1/4/2016 12:22,6,Chasing,9,UR,
1/4/2016 12:23,9,Fighting,4,UL,
1/4/2016 12:23,9,"Chasing, Mounting",4,UL,
1/4/2016 12:24,9,Fighting,4,UL,
1/4/2016 12:24,9,Chasing,4,UR,
1/4/2016 12:26,9,Fighting,4,UL,
1/4/2016 12:28,6,Fighting,4,NB5,
1/4/2016 12:31,4,Fighting,10,LR,
1/4/2016 12:32,9,Fighting,4,LL,
1/4/2016 12:33,9,Fighting,4,UL,
1/4/2016 12:33,9,Subordinate,10,UR,
1/4/2016 12:34,9,Fighting,10,UR,
1/4/2016 12:34,9,Subordinate,10,UR,
1/4/2016 12:34,9,Fighting,4,UL,
1/4/2016 12:36,9,Fighting,4,LR,
1/4/2016 12:36,9,Fighting,4,LL,
1/4/2016 12:37,8,Fighting,4,NB3,
1/4/2016 12:38,6,Chasing,8,NB5,
1/4/2016 12:41,11,Subordinate,4,NB1,
1/4/2016 12:44,9,Fighting,10,UR,
1/4/2016 12:45,9,Fighting,10,UR,
1/4/2016 12:49,4,Fighting,10,NB1,
1/4/2016 12:49,4,Fighting,1,NB1,
1/4/2016 12:49,4,Fighting,10,NB1,
1/4/2016 12:49,4,Fighting,1,NB1,
1/4/2016 12:49,4,Fighting,10,NB1,
1/4/2016 12:55,9,Fighting,4,NB1,
1/4/2016 12:56,9,Fighting,4,NB1,
1/4/2016 12:57,9,Induce-flee,4,NB1,
1/4/2016 13:00,End,End,End,End,
1/5/2016 10:58,Start,Start,Start,Start,
1/5/2016 10:58,12,Chasing,9,LL,
1/5/2016 10:58,6,Fighting,11,MR,
1/5/2016 11:01,8,Fighting,9,LL,
1/5/2016 11:01,6,Fighting,8,NB1,
1/5/2016 11:03,6,Chasing,3,UL,
1/5/2016 11:04,3,Fighting,7,LL,
1/5/2016 11:04,3,Fighting,8,LL,
1/5/2016 11:05,6,Fighting,3,LR,
1/5/2016 11:05,6,Fighting,9,LR,
1/5/2016 11:06,7,Fighting,9,LL,
1/5/2016 11:06,7,Fighting,5,LL,
1/5/2016 11:07,7,Mounting,12,LR,
1/5/2016 11:07,7,Chasing,11,LL,
1/5/2016 11:08,3,Fighting,7,LR,
1/5/2016 11:08,3,Fighting,9,LL,
1/5/2016 11:08,3,Fighting,12,LL,
1/5/2016 11:09,6,Fighting,3,LL,
1/5/2016 11:10,3,Fighting,7,UL,
1/5/2016 11:10,8,Fighting,10,NB5,
1/5/2016 11:15,3,Chasing,8,UL,
1/5/2016 11:15,9,Chasing,5,LL,
1/5/2016 11:15,6,Induce-flee,9,LL,
1/5/2016 11:16,8,Subordinate,11,NB5,
1/5/2016 11:16,3,Fighting,9,UL,
1/5/2016 11:17,6,Fighting,9,LR,
1/5/2016 11:17,6,Induce-flee,3,LR,
1/5/2016 11:18,6,Fighting,4,UL,
1/5/2016 11:19,6,Fighting,3,LL,
1/5/2016 11:21,8,Fighting,4,NB4,
1/5/2016 11:22,8,Fighting,4,NB2,
1/5/2016 11:22,8,Fighting,11,NB2,
1/5/2016 11:23,8,Fighting,4,NB2,
1/5/2016 11:23,3,Subordinate,7,UL,
1/5/2016 11:25,8,Fighting,4,NB2,
1/5/2016 11:27,6,Fighting,9,NB2,
1/5/2016 11:30,3,Chasing,9,MR,
1/5/2016 11:32,6,Chasing,9,LR,
1/5/2016 11:32,6,Chasing,12,LL,
1/5/2016 11:33,6,Chasing,3,MR,
1/5/2016 11:35,6,Chasing,9,LL,
1/5/2016 11:36,6,Chasing,3,MR,
1/5/2016 11:38,9,Chasing,2,LR,
1/5/2016 11:39,3,Fighting,8,NB1,
1/5/2016 11:39,3,Fighting,4,NB1,
1/5/2016 11:40,3,Fighting,10,NB1,
1/5/2016 11:43,6,Subordinate,8,NB1,
1/5/2016 11:44,6,Fighting,3,NB4,
1/5/2016 11:46,9,Fighting,2,MR,
1/5/2016 11:46,9,Fighting,2,LR,
1/5/2016 11:56,6,Chasing,9,LL,
1/5/2016 11:59,12,Fighting,9,LL,
1/5/2016 11:59,End,End,End,End,
1/5/2016 12:08,Start,Start,Start,Start,
1/5/2016 12:20,9,"Fighting, Mounting",10,LL,
1/5/2016 12:37,9,Fighting,4,NB1,
1/5/2016 13:00,End,End,End,End,
1/6/2016 10:59,Start,Start,Start,Start,
1/6/2016 11:02,6,Chasing,7,LR,
1/6/2016 11:04,6,Fighting,3,LR,
1/6/2016 11:05,7,Chasing,12,LL,
1/6/2016 11:06,3,Chasing,9,LL,
1/6/2016 11:07,6,Chasing,11,LL,
1/6/2016 11:08,3,Fighting,8,NB1,
1/6/2016 11:08,3,Fighting,8,NB4,
1/6/2016 11:09,7,Fighting,12,LR,
1/6/2016 11:09,7,Fighting,5,LR,
1/6/2016 11:09,7,Chasing,11,LL,
1/6/2016 11:10,3,Fighting,11,LR,
1/6/2016 11:10,7,Chasing,9,LL,
1/6/2016 11:11,6,Chasing,7,LL,
1/6/2016 11:11,6,Chasing,3,MR,
1/6/2016 11:12,6,Induce-flee,7,LR,
1/6/2016 11:12,6,Chasing,7,LL,
1/6/2016 11:12,6,Fighting,3,LL,
1/6/2016 11:12,7,Chasing,4,LR,
1/6/2016 11:12,6,Chasing,7,LR,
1/6/2016 11:13,3,Chasing,1,UL,
1/6/2016 11:14,3,Fighting,1,LL,
1/6/2016 11:15,3,Fighting,1,LL,
1/6/2016 11:15,6,Fighting,3,LL,
1/6/2016 11:17,6,Chasing,12,MR,
1/6/2016 11:17,8,Mounting,11,LL,
1/6/2016 11:18,8,Fighting,9,LL,
1/6/2016 11:19,8,Chasing,11,LL,
1/6/2016 11:21,6,Chasing,12,LL,
1/6/2016 11:23,8,Fighting,9,LL,
1/6/2016 11:25,8,Fighting,11,LL,
1/6/2016 11:25,8,Subordinate,11,LL,
1/6/2016 11:27,8,"Chasing, Mounting",11,LL,
1/6/2016 11:28,3,Fighting,8,LL,
1/6/2016 11:28,3,Fighting,1,LL,
1/6/2016 11:30,3,Fighting,1,NB4,
1/6/2016 11:34,3,Fighting,4,LR,
1/6/2016 11:38,6,Chasing,2,MR,
1/6/2016 11:41,6,Fighting,3,LR,
1/6/2016 11:45,3,Fighting,4,NB2,
1/6/2016 11:45,6,Chasing,9,LL,
1/6/2016 11:46,6,Chasing,4,UL,
1/6/2016 11:47,9,"Chasing, Mounting",5,LR,
1/6/2016 11:47,9,Fighting,5,LL,
1/6/2016 11:47,9,Fighting,5,LL,
1/6/2016 11:50,12,Fighting,9,LL,
1/6/2016 11:55,3,Chasing,12,LR,
1/6/2016 11:59,End,End,End,End,
1/7/2016 11:29,7,Fighting,2,LL,Yes
1/7/2016 11:37,9,Chasing,4,UL,Yes
1/7/2016 12:00,Start,Start,Start,Start,
1/7/2016 12:03,3,Fighting,12,LL,
1/7/2016 12:08,6,Chasing,10,LL,
1/7/2016 12:09,3,Fighting,2,LL,
1/7/2016 12:10,6,Fighting,11,LR,
1/7/2016 12:11,3,Chasing,10,LL,
1/7/2016 12:12,3,Chasing,11,LL,
1/7/2016 12:15,11,Fighting,10,LL,
1/7/2016 12:15,11,Fighting,10,LL,
1/7/2016 12:17,3,Fighting,11,LL,
1/7/2016 12:17,3,Chasing,2,LL,
1/7/2016 12:19,6,Fighting,3,LL,
1/7/2016 12:19,3,Induce-flee,10,LL,
1/7/2016 12:19,6,Chasing,10,LL,
1/7/2016 12:21,3,Fighting,5,LL,
1/7/2016 12:21,3,Mounting,5,LL,
1/7/2016 12:22,3,Subordinate,10,LR,
1/7/2016 12:26,6,Chasing,5,LR,
1/7/2016 12:26,6,Fighting,5,LL,
1/7/2016 12:28,12,Fighting,11,LR,
1/7/2016 12:29,12,Fighting,11,LL,
1/7/2016 12:29,12,Fighting,11,LR,
1/7/2016 12:30,12,Fighting,11,LR,
1/7/2016 12:30,3,Fighting,12,LL,
1/7/2016 12:30,6,Fighting,3,LR,
1/7/2016 12:34,12,Fighting,10,LR,
1/7/2016 12:35,12,Fighting,10,LL,
1/7/2016 12:35,6,Fighting,12,LL,
1/7/2016 12:36,3,Subordinate,5,ML,
1/7/2016 12:38,3,Chasing,5,UL,
1/7/2016 12:51,6,Subordinate,3,LR,
1/7/2016 12:52,3,Chasing,5,LL,
1/7/2016 12:54,3,Chasing,12,LL,
1/7/2016 12:59,End,End,End,End,
1/7/2016 18:30,7,Fighting,4,NB5,Yes
1/8/2016 19:00,Start,Start,Start,Start,
1/8/2016 19:04,6,"Fighting, Subordinate",8,NB4,
1/8/2016 19:06,6,Induce-flee,8,NB5,
1/8/2016 19:18,6,Fighting,11,NB3,
1/8/2016 19:20,6,Fighting,12,NB4,
1/8/2016 19:30,6,Fighting,3,NB5,
1/8/2016 19:30,6,Fighting,3,NB5,
1/8/2016 20:00,End,End,End,End,
1/9/2016 11:24,8,Chasing,4,LL,Yes
1/9/2016 11:36,6,Chasing,3,MR,Yes
1/9/2016 11:37,6,Fighting,10,LL,Yes
1/9/2016 11:39,7,Chasing,9,LL,Yes
1/9/2016 11:39,3,Fighting,7,NB4,Yes
1/9/2016 11:40,3,Fighting,1,NB4,Yes
1/9/2016 11:42,6,Chasing,3,NB4,Yes
1/9/2016 11:42,3,Fighting,8,NB5,Yes
1/9/2016 11:44,6,Chasing,4,LL,Yes
1/9/2016 11:54,8,Induce-flee,4,NB1,Yes
1/9/2016 11:56,3,Fighting,4,UL,Yes
1/9/2016 11:56,6,Chasing,3,ML,Yes
1/9/2016 11:57,9,Chasing,4,LL,Yes
1/9/2016 13:35,7,Fighting,2,MR,Yes
1/9/2016 14:18,12,Fighting,11,NB4,Yes
1/9/2016 14:59,9,Fighting,4,NB1,Yes
1/9/2016 17:00,Start,Start,Start,Start,
1/9/2016 17:45,2,Subordinate,1,UL,
1/9/2016 17:48,6,Fighting,2,LR,
1/9/2016 17:58,6,Fighting,8,NB5,
1/9/2016 18:00,End,End,End,End,
1/10/2016 11:01,Start,Start,Start,Start,
1/10/2016 11:02,3,"Fighting, Chasing",4,LR,
1/10/2016 11:02,3,"Fighting, Chasing",8,LR,
1/10/2016 11:04,3,Chasing,9,LL,
1/10/2016 11:05,3,Chasing,8,LR,
1/10/2016 11:07,3,"Fighting, Chasing",12,LL,
1/10/2016 11:12,3,"Fighting, Chasing",8,LR,
1/10/2016 11:13,7,Chasing,10,LL,
1/10/2016 11:15,3,"Fighting, Chasing",10,LL,
1/10/2016 11:20,6,Fighting,10,NB4,
1/10/2016 11:20,6,Fighting,12,NB4,
1/10/2016 11:20,6,Chasing,10,NB5,
1/10/2016 11:22,6,Chasing,7,LR,
1/10/2016 11:25,7,Fighting,2,LL,
1/10/2016 11:26,6,"Fighting, Chasing",10,LR,
1/10/2016 11:27,7,Chasing,9,LL,
1/10/2016 11:30,3,Chasing,9,LL,
1/10/2016 11:35,1,Chasing,9,LR,
1/10/2016 11:36,6,Chasing,9,LR,
1/10/2016 11:38,6,Fighting,8,LL,
1/10/2016 11:42,6,Chasing,7,NB3,
1/10/2016 11:42,3,Fighting,5,LL,
1/10/2016 12:00,End,End,End,End,
1/11/2016 10:59,Start,Start,Start,Start,
1/11/2016 11:04,3,Mounting,5,MR,
1/11/2016 11:04,3,Chasing,5,MR,
1/11/2016 11:05,3,Fighting,5,LL,
1/11/2016 11:06,6,Chasing,8,MR,
1/11/2016 11:06,8,Fighting,10,LL,
1/11/2016 11:07,3,Chasing,8,LL,
1/11/2016 11:08,6,Chasing,7,UL,
1/11/2016 11:09,3,Fighting,5,UL,
1/11/2016 11:10,3,Subordinate,8,UL,
1/11/2016 11:10,11,Fighting,4,LL,
1/11/2016 11:10,3,Fighting,5,MR,
1/11/2016 11:11,3,Fighting,5,LL,
1/11/2016 11:12,7,Chasing,9,ML,
1/11/2016 11:12,7,Fighting,4,LL,
1/11/2016 11:13,3,Fighting,8,UL,
1/11/2016 11:13,3,Chasing,1,MR,
1/11/2016 11:14,8,Fighting,10,LL,
1/11/2016 11:14,8,Fighting,2,LL,
1/11/2016 11:14,8,Fighting,9,LR,
1/11/2016 11:14,8,Fighting,9,MR,
1/11/2016 11:15,6,Chasing,8,LL,
1/11/2016 11:17,3,Fighting,8,UL,
1/11/2016 11:18,3,Chasing,5,LL,
1/11/2016 11:19,7,Chasing,4,UL,
1/11/2016 11:20,3,Fighting,5,LL,
1/11/2016 11:20,3,Fighting,5,LL,
1/11/2016 11:22,3,Fighting,5,LL,
1/11/2016 11:23,3,Chasing,8,LR,
1/11/2016 11:24,7,Fighting,4,UL,
1/11/2016 11:24,7,Chasing,10,UL,
1/11/2016 11:25,7,Chasing,10,MR,
1/11/2016 11:26,7,Chasing,4,MR,
1/11/2016 11:27,9,Fighting,4,NB5,
1/11/2016 11:27,9,Fighting,12,NB4,
1/11/2016 11:30,8,Fighting,9,LR,
1/11/2016 11:31,10,Fighting,12,LL,
1/11/2016 11:33,6,Fighting,3,LL,
1/11/2016 11:33,3,Chasing,10,LL,
1/11/2016 11:36,3,Induce-flee,10,LL,
1/11/2016 11:36,3,Fighting,5,LL,
1/11/2016 11:38,3,Fighting,5,LL,
1/11/2016 11:40,9,Chasing,10,MR,
1/11/2016 11:41,6,Subordinate,10,LL,
1/11/2016 11:44,7,Fighting,9,LR,
1/11/2016 11:44,7,Fighting,9,LL,
1/11/2016 11:45,7,Fighting,10,LL,
1/11/2016 11:46,3,Fighting,5,NB4,
1/11/2016 11:46,3,Chasing,5,NB4,
1/11/2016 11:48,3,Induce-flee,8,NB3,
1/11/2016 11:48,3,Induce-flee,5,NB3,
1/11/2016 11:50,6,Chasing,3,UL,
1/11/2016 11:51,6,Induce-flee,8,LL,
1/11/2016 11:54,6,Mounting,10,UL,
1/11/2016 11:55,6,Induce-flee,10,LL,
1/11/2016 11:55,6,Chasing,12,LL,
1/11/2016 11:56,3,Chasing,10,LL,
1/11/2016 11:58,12,Chasing,10,LL,
1/11/2016 11:59,End,End,End,End,
1/11/2016 11:59,Start,Start,Start,Start,
1/11/2016 12:02,3,Fighting,8,LL,
1/11/2016 12:03,3,Fighting,5,LL,
1/11/2016 12:04,3,Fighting,5,LR,
1/11/2016 12:04,3,Fighting,5,LR,
1/11/2016 12:09,3,Fighting,5,LL,
1/11/2016 12:10,7,Fighting,2,NB4,
1/11/2016 12:11,3,Fighting,5,LL,
1/11/2016 12:11,3,Fighting,5,MR,
1/11/2016 12:13,3,Fighting,5,LL,
1/11/2016 12:18,6,Fighting,9,LL,
1/11/2016 12:19,8,Subordinate,10,LL,
1/11/2016 12:20,8,Chasing,7,LL,
1/11/2016 12:24,8,"Fighting, Chasing",9,LL,
1/11/2016 12:26,6,Chasing,8,MR,
1/11/2016 12:29,8,Fighting,7,LL,
1/11/2016 12:29,3,Subordinate,8,LL,
1/11/2016 12:30,3,"Fighting, Chasing",8,LL,
1/11/2016 12:40,3,Induce-flee,10,LL,
1/11/2016 12:41,3,Subordinate,10,LL,
1/11/2016 12:48,8,Mounting,11,NB4,
1/11/2016 12:51,3,"Fighting, Chasing",8,LR,
1/11/2016 13:00,End,End,End,End,
1/12/2016 11:00,Start,Start,Start,Start,
1/12/2016 11:02,6,Fighting,3,LR,
1/12/2016 11:04,3,Chasing,7,UL,
1/12/2016 11:04,3,"Fighting, Chasing",7,LL,
1/12/2016 11:04,3,"Fighting, Chasing",11,LL,
1/12/2016 11:05,6,Fighting,3,LR,
1/12/2016 11:06,9,Chasing,2,LL,
1/12/2016 11:07,6,Chasing,9,LL,
1/12/2016 11:10,3,"Fighting, Chasing",7,UR,
1/12/2016 11:14,8,"Fighting, Chasing",10,LL,
1/12/2016 11:19,6,"Fighting, Chasing",9,MR,
1/12/2016 11:19,6,Chasing,7,LR,
1/12/2016 11:20,6,Fighting,3,LL,
1/12/2016 11:22,6,Chasing,2,LL,
1/12/2016 11:22,8,Fighting,7,UL,
1/12/2016 11:24,8,Fighting,11,LR,
1/12/2016 11:26,6,Chasing,7,LR,
1/12/2016 11:27,6,Fighting,2,LR,
1/12/2016 11:27,6,"Fighting, Chasing",4,NB5,
1/12/2016 11:28,3,"Fighting, Chasing",7,LR,
1/12/2016 11:28,7,Fighting,5,LL,
1/12/2016 11:30,3,"Fighting, Chasing",8,UR,
1/12/2016 11:34,8,Fighting,9,NB1,
1/12/2016 11:36,3,"Fighting, Chasing",8,NB5,
1/12/2016 11:36,6,Fighting,3,NB1,
1/12/2016 11:40,6,Chasing,5,LL,
1/12/2016 11:41,7,Subordinate,10,LR,
1/12/2016 11:42,8,Fighting,7,LL,
1/12/2016 11:43,3,Fighting,8,LL,
1/12/2016 11:46,6,"Fighting, Chasing",2,LL,
1/12/2016 11:51,6,Chasing,8,NB5,
1/12/2016 11:52,7,"Fighting, Chasing",1,LL,
1/12/2016 11:58,6,Fighting,7,LL,
1/12/2016 12:00,End,End,End,End,
1/12/2016 18:00,Start,Start,Start,Start,
1/12/2016 19:00,End,End,End,End,
1/13/2016 11:00,Start,Start,Start,Start,
1/13/2016 11:01,8,"Fighting, Mounting",11,NB4,
1/13/2016 11:01,8,Mounting,11,NB4,
1/13/2016 11:05,8,Mounting,11,NB4,
1/13/2016 11:07,8,Mounting,11,NB4,
1/13/2016 11:11,6,Fighting,3,LL,
1/13/2016 11:12,7,"Fighting, Chasing",9,LL,
1/13/2016 11:13,6,"Fighting, Chasing",7,LL,
1/13/2016 11:20,7,"Chasing, Mounting",9,MR,
1/13/2016 11:20,6,"Fighting, Chasing",7,MR,
1/13/2016 11:20,8,Fighting,5,LL,
1/13/2016 11:21,6,Fighting,8,LL,
1/13/2016 11:27,7,Fighting,9,LL,
1/13/2016 11:28,8,"Fighting, Chasing",11,LL,
1/13/2016 11:29,6,"Fighting, Chasing",8,LL,
1/13/2016 11:30,3,Chasing,1,LL,
1/13/2016 11:31,3,"Fighting, Chasing",8,NB1,
1/13/2016 11:35,3,"Fighting, Chasing",9,UR,
1/13/2016 11:37,3,Chasing,11,UL,
1/13/2016 11:39,7,Chasing,1,UL,
1/13/2016 11:41,3,"Fighting, Chasing",8,MR,
1/13/2016 11:42,8,Subordinate,11,LR,
1/13/2016 11:43,8,Mounting,11,LL,
1/13/2016 11:45,3,Chasing,8,UR,
1/13/2016 11:49,6,Chasing,7,UR,
1/13/2016 11:54,3,Fighting,8,LL,
1/13/2016 11:55,3,"Chasing, Subordinate",8,LR,
1/13/2016 11:58,4,Fighting,10,NB5,
1/13/2016 12:00,Start,Start,Start,Start,
1/13/2016 12:00,End,End,End,End,
1/13/2016 12:03,8,Chasing,11,LL,
1/13/2016 12:04,8,Chasing,11,LL,
1/13/2016 12:06,8,Fighting,5,LL,
1/13/2016 12:06,8,Chasing,4,LR,
1/13/2016 12:06,8,Fighting,11,LL,
1/13/2016 12:06,8,Fighting,11,LR,
1/13/2016 12:06,8,Chasing,11,LL,
1/13/2016 12:08,8,Fighting,10,LL,
1/13/2016 12:08,3,Fighting,8,LL,
1/13/2016 12:08,3,Fighting,8,LL,
1/13/2016 12:09,3,Fighting,8,LL,
